scheme,month,metric,family,statistic,method,value,candidate_n,base_value
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,2.836873723928028,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No-Propagation ModelRank,2.948322334510915,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,EventValue_time_safe_typed,2.58358142714874,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No child quality,3.0496392532226304,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No type weight,3.0395075613514586,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No parent size,2.9381906426397433,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No quality teleport,3.1306927881920026,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No PageRank propagation,2.7659518808298276,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No temporal inheritance,2.948322334510915,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,No event injection,2.9077955670262288,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_000,2.948322334510915,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_025,2.9685857182532582,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_050,2.857137107670371,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_065,2.9077955670262288,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_075,2.9584540263820864,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_090,3.0496392532226304,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_095,3.0699026369649736,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_D_099,3.080034328836145,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_01,2.948322334510915,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_03,3.4751703118118344,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_06,3.3434583174866046,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_MEM_12,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_000,2.7862152645721707,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_005,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_015,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_020,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_030,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_040,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_050,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_060,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_070,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_080,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_090,3.009112485737944,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_Q_100,2.9584540263820864,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_WD_000,3.232009706903718,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_WD_025,3.3029315500019183,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_WD_075,2.9077955670262288,496939,0.0019861592670327747
primary,2025-06,future_high_download_child_count_3m,descendant_quality,lift,S_WD_100,2.928058950768572,496939,0.0019861592670327747
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_C3_Q10,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,AllTime DerivCount,3.362982556448311,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,Current DerivCount,1.8505300839715575,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,Vanilla PageRank,3.362982556448311,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,Downloads,2.010672110469096,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,Likes,3.131666295951866,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,MTPR_time_safe_typed,3.2028405299507723,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,3.016008165703644,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No-Propagation ModelRank,3.0782856204526867,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,EventValue_time_safe_typed,1.8505300839715575,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No child quality,3.238427646950225,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No type weight,3.238427646950225,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No parent size,3.158356633701456,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No quality teleport,3.220634088450499,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No PageRank propagation,3.0515952827030968,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No temporal inheritance,3.0782856204526867,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,No event injection,3.1405630752017295,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_000,3.0782856204526867,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_025,3.238427646950225,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_050,3.309601880949131,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_065,3.3718793356981744,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_075,3.425260011197354,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_090,3.4608471281968067,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_095,3.4786406866965334,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_D_099,3.4786406866965334,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_MEM_01,3.0782856204526867,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_MEM_03,3.46974390744667,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_MEM_06,3.4786406866965334,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_MEM_12,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_000,2.224194812465814,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_005,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_015,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_020,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_030,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_040,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_050,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_060,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_070,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_080,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_090,3.451950348946944,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_Q_100,3.425260011197354,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_WD_000,3.4786406866965334,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_WD_025,3.567608479195166,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_WD_075,3.2562212054499517,496939,0.0022618470275023693
primary,2025-06,future_high_like_child_count_3m,descendant_quality,lift,S_WD_100,3.2117373092006356,496939,0.0022618470275023693
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_C3_Q10,4.4197407868337235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,AllTime DerivCount,4.335109465650689,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,Current DerivCount,2.3000905376907594,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,Vanilla PageRank,4.335109465650689,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,Downloads,2.5636457884961614,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,Likes,4.124468328968891,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,MTPR_time_safe_typed,4.039016987294541,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,Simplified_MTPR_time_safe_typed,3.7217471543452216,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No-Propagation ModelRank,3.8029682315802473,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,EventValue_time_safe_typed,2.30009053769076,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No child quality,4.09316437211789,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No type weight,4.1033170067722695,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No parent size,3.9577959100595144,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No quality teleport,4.066064647309665,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No PageRank propagation,3.7852011209350844,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No temporal inheritance,3.8029682315802473,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,No event injection,3.937490640750758,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_000,3.8029682315802473,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_025,4.1100854298751885,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_050,4.257298632363672,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_065,4.324982863392859,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_075,4.385898671319128,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_090,4.440046056142479,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_095,4.460351325451235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_D_099,4.460351325451235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_MEM_01,3.8029682315802473,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_MEM_03,4.395205253085643,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_MEM_06,4.5212671333775045,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_MEM_12,4.4197407868337235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_000,2.5466017811949873,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_005,4.4197407868337235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_015,4.4197407868337235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_020,4.419740786833723,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_030,4.419740786833723,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_040,4.419740786833723,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_050,4.4197407868337235,496939,0.0009910311158478503
primary,2025-06,future_nonzero_like_child_share_3m,descendant_quality,lift,S_Q_060,4.419740786833723,496939,0.0009910311158478503
